,Unnamed: 0,Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close,Gains,Loss,Avg_Gain,Avg_Loss,RSI
196,8497,EUR_USD,S5,True,12,2022-01-07T08:05:55.000000000Z,1.13068,1.13068,1.13063,1.13063,0,2.0000000000131E-05,2.4822971690008E-05,1.65482134539091E-05,60
197,8515,EUR_USD,S5,True,12,2022-01-07T08:06:00.000000000Z,1.13064,1.1307,1.13064,1.13066,0,3.9999999999818E-05,1.98583773520064E-05,2.12385707630909E-05,48.32
198,8568,EUR_USD,S5,True,1,2022-01-07T08:06:15.000000000Z,1.1306,1.1306,1.1306,1.1306,0,4.000000000004E-05,1.58867018816051E-05,2.49908566104807E-05,38.86
199,8604,EUR_USD,S5,True,7,2022-01-07T08:06:25.000000000Z,1.13059,1.13059,1.13054,1.13056,0,1.00000000000655E-05,1.27093615052841E-05,2.19926852883977E-05,36.62
200,8687,EUR_USD,S5,True,8,2022-01-07T08:06:45.000000000Z,1.13059,1.13062,1.13058,1.13062,0,0,1.01674892042273E-05,1.75941482307181E-05,36.62
201,8707,EUR_USD,S5,True,4,2022-01-07T08:06:55.000000000Z,1.13063,1.13063,1.13062,1.13062,4.000000000004E-05,0,1.61339913633898E-05,1.40753185845745E-05,53.41
202,8724,EUR_USD,S5,True,3,2022-01-07T08:07:00.000000000Z,1.13063,1.13063,1.13062,1.13063,0,0,1.29071930907118E-05,1.12602548676596E-05,53.41
203,8811,EUR_USD,S5,True,3,2022-01-07T08:07:25.000000000Z,1.13049,1.13052,1.13049,1.13052,0,0.00014,1.03257544725695E-05,3.70082038941335E-05,21.81
204,8846,EUR_USD,S5,True,2,2022-01-07T08:07:30.000000000Z,1.1305,1.13052,1.1305,1.13052,1.00000000000655E-05,0,1.02606035780687E-05,2.96065631153068E-05,25.74
205,8899,EUR_USD,S5,True,4,2022-01-07T08:07:45.000000000Z,1.13056,1.13057,1.13056,1.13057,5.9999999999949E-05,0,2.02084828624447E-05,2.36852504922454E-05,46.04
206,8917,EUR_USD,S5,True,1,2022-01-07T08:07:55.000000000Z,1.13058,1.13058,1.13058,1.13058,1.9999999999909E-05,0,2.01667862899376E-05,1.89482003937963E-05,51.56
207,8934,EUR_USD,S5,True,5,2022-01-07T08:08:00.000000000Z,1.13057,1.13057,1.13056,1.13057,0,9.99999999984347E-06,1.61334290319501E-05,1.71585603150058E-05,48.46
208,8964,EUR_USD,S5,True,8,2022-01-07T08:08:05.000000000Z,1.13056,1.13057,1.13052,1.13057,0,1.00000000000655E-05,1.29067432255601E-05,1.57268482520177E-05,45.08
